,Kingdom,Phylum,Class,Order,Family,Genus,Species
253eeeeda3f4f8e5f8ea0ff6d9be98a1,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
915e68eefab40721486042145f6f8c1a,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,NA,NA
03fff6724c005c110ccf0936acc7c13c,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__unidentified
6adb1230680b6b8e57c0c9328937ee94,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA,NA
679fb922b942063ec1b22dbfb4650bf9,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Tuberaceae,g__Tuber,s__unidentified
f1a9531eb3ea8d518b7254290d300610,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
dfac7f09f47dbc6695a7c0bb3354499b,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mytilinidales,f__Gloniaceae,g__Cenococcum,s__Cenococcum_geophilum
0e9b8868a713ade29e66fd0b0bd0fc1d,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,NA
fd9f999068618edbc15d71498fa4242e,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,NA
97fde26689d1763ab1abffcf56329536,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Myriangiales,NA,NA,NA
5c324a4d8f066d6e24ea8ec76afe0a57,k__Fungi,NA,NA,NA,NA,NA,NA
9600b6741da3301c382d95fe5846363b,k__Fungi,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Rhizophydiales_fam_Incertae_sedis,g__Operculomyces,s__Operculomyces_laminatus
b5f7663752e755d550df1e6241040a95,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
67d09a9204677ec2cc0e5c4e014e8333,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
2ac15ec625c84bcef5eba57535398f3e,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Lactarius,NA
a2d05ff8d56ce4d3e9fa4153474005f1,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,NA,NA,NA
6bafa5ad5d4e148440e160882958990e,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,NA,NA
1450ce0e5e8564d57ecf805b4b520e8c,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,NA,NA
03b778e39bfb384320962d1513bd2b36,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
c391556172d94ffe307ed5f99afc655f,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
2caa5c19e899237fd0dffbafa2fa29ae,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
e8da3720f29641016239f83e08a7b870,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__unidentified,g__unidentified,s__unidentified
d41b697f0022b6d8c1424e5d12e132fd,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
2ac50f4502b9e3971a0d714111a1cc45,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,s__unidentified
61f171adbc110055dc302b13d65432bf,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
a5ed7b3638a06629d90fe797c3632d28,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
798fa520fa943590069249a19e47edd8,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium,s__unidentified
af416911e6e25f8d4759847a35754124,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__unidentified
c323f616dfbf399a79511a2577c74e1e,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
bbe630cabd91935578ee1a15c82dc776,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Hyaloscypha,NA
33572ea380e695123807c0292432dbe9,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__Ramalinaceae,NA,NA
bac45a0faec01d7165b133f974a28a4e,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Cryptococcus,s__unidentified
7dad0ad3d2e71dc1f9e9f84ae7529c89,k__Fungi,p__Ascomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
cadb223abe852412062d0f32052a13a5,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,NA
b0cc732f527cb71ea54953c7491031fc,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA,NA
9cb8a229aba1b260dc0491feff8a48a4,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
28678226dd6c560a1334fdfd2a5735d8,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mytilinidales,f__Gloniaceae,g__Cenococcum,s__Cenococcum_geophilum
9d09ade6809f235980a7b5be550cb618,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__unidentified,s__unidentified
af92cf744f85715e8312fb32a909062b,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mytilinidales,f__Gloniaceae,g__Cenococcum,s__Cenococcum_geophilum
c58ea5476744817c1a5785a966e7d961,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__unidentified
aa1c410fa3462160204057fd838ed840,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,NA
8057ec82d2b9c808f9f013632df9cfdf,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,s__unidentified
65b8e1810ea8d5e59e06ccc8afd2305c,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Sebacina,s__unidentified
27b96805a40827817c9b6bf58f2e64d8,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,NA,NA
f39b3409e81310d0115ba842fdffeb2b,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
eb4490875510ede77cea35492a313b7d,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium,s__unidentified
e27e2c647833d7890e3027f410df9fa3,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,NA
e04a6cdf24b0db2818825ecb270a3833,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Flagelloscypha,NA
8e49e6ac8992511169d11b492efdda8f,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
5717b1d46a83cb56d8efbe118bf0d626,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
db006efb60af9baff8222b1cece4afb6,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
ac390fc583f83373fc2ea91082183c8f,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,NA
835784e3b7fb133985fd443908aece4a,k__Fungi,p__Ascomycota,c__Eurotiomycetes,NA,NA,NA,NA
8adafac765d6a0bccac81d3b8d5885af,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__unidentified,s__unidentified
b2337174f3ca0fb47976278e6c369c1b,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,NA
f8ce64018d1b2fa710e68cf36836ebc9,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cyphellaceae,g__Henningsomyces,s__Henningsomyces_candidus
409d011696e0c9e867ab2aa497ae01cf,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__unidentified,g__unidentified,s__unidentified
54cee15749f964d507c4cde66d24bf80,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
9bc600f79420e6e0e43c68f4c4f78987,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,s__unidentified
d0862c99ba8602533c06ef8ef489aeeb,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__unidentified,g__unidentified,s__unidentified
49912b28aa619c31ac0e749881969e19,k__Fungi,NA,NA,NA,NA,NA,NA
c306e28ccbb586fde8e24173850cb5eb,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
e6e0045324b7261a904188528567833c,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__unidentified
07cd880660400c8abc4eeae9031a2a5c,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Lyophyllaceae,g__Lyophyllum,NA
baf3b4ff19521b1ab22b9e26b83e8405,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
bd048ac3492d7e4654f870800eeff8a3,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA,NA
aa136edfd30ed5c066ba7a2086220dc8,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Sporocadaceae,g__Pestalotiopsis,NA
4516923960a01571bd471ce03f49b575,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__unidentified,g__unidentified,s__unidentified
c6940280d6fd56f087b648b34e3cd604,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cyphellaceae,g__Henningsomyces,s__Henningsomyces_candidus
2c59a20552c33d1557ed512555b9f400,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,NA,NA
2e932882e7d9dd08028afd3ad0ece50b,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,NA
ac94d0f7b530e993cda722291ddc589c,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
282745f174f30ad997c332aceaf9a4d2,k__Fungi,p__Ascomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
8161e79553b46c92fd79bfd6c852505e,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Cryptococcus,s__unidentified
583664fbbe09c95f2f4132734edee0c5,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ea91faab7909b6829bb9ed117bbb401a,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Diaporthaceae,g__Diaporthe,NA
c974757915ff71c0503fef8e1cadf822,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
61f07f144ca2e186b449336aa6149403,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium,s__unidentified
b435d2f887ebdc48da8c65f324bc9f23,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
585111889c762f48eaddf9ee8cd439d8,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,NA,NA,NA
42f790ad26e90a5cb357c6b8c1592bce,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Tuberaceae,g__Tuber,s__unidentified
50971cd969374c2553751782aefe550d,k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,NA
39000eb53fbaa310e0a66bbb1fdb6f94,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Metarhizium,s__Metarhizium_anisopliae
8e6f286cd675413784a19ff00f5a5ac7,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
5fb7d5e52acd0c1ae5eb8e78093485d9,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
4cd287cfba42c73e4d7a32fbe2feba58,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,NA,NA
b5b1fb815485d58858eaeee3a7d27b49,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
0753f7b24319c658c5a055752cc40e32,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__unidentified
3456bdd5b087821c86eb0ae540f4dfd8,k__Fungi,p__Ascomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
7f6b33bf4b169cb02fb16a581cf0ed5b,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Elaphomycetaceae,g__unidentified,s__unidentified
5b29b05588ab0b731a17b02f4cb7539e,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,NA
64a40823b790f212d1df4c4d04eff36d,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,s__unidentified
68a9fe881dfc7a7074d4a82ea0c9d238,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__unidentified,g__unidentified,s__unidentified
c179743422ad0f0a9d53b5a28b2e487f,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cuniculitremaceae,g__Kockovaella,NA
050d2a788cb850fb3590b1daa6436588,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__unidentified,g__unidentified,s__unidentified
f3ee67db795b54a1d4feb5e4f9d12abe,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
39b0475dfe0cacbbc65970d560367e7d,k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,NA,NA
868a8452cc75266a5083fab6804e8b81,k__Fungi,p__Olpidiomycota,c__GS18,o__unidentified,f__unidentified,g__unidentified,s__unidentified
284f581692aa783dde938a6933827a5b,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,NA
837ccaeeba8e4c5c7492a3d745b1a99f,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,NA
4428d2b270396dbcaa8c5a6d17498d5d,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__unidentified,s__unidentified
4197514088885162e793883187e90b98,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Sporocadaceae,g__Neopestalotiopsis,NA
b91638e8473dfc98d142353c144b469e,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,NA,NA
73f4511a34d91cfbdbd9e825903f9cc8,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
1a8e32903c80f19505b8cde731663f0c,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Lachnum,NA
9268c5cc5c79360ce23ef67131f350f4,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Flagelloscypha,NA
7e1140204527fae7238fc5422b445502,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
d65f9af40a5c14c3ead27452fda5a68c,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,s__unidentified
a45e6855a685ec1e5ddc712e10e92917,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
023b5b512daa3ca2e53bc3024fe92d27,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Flagelloscypha,NA
68b1efd4bba949c069699751fcc74d50,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
c91d0f8a974a5ccc11e94df1ca8eac6b,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Sporocadaceae,g__Pestalotiopsis,NA
92ff5fd44d9f604d69184bd38d5d4179,k__Fungi,p__Ascomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
06f7be1361765e0c88dcde864e9980c7,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__unidentified,s__unidentified
87f53b955ba61b63026f3dbedefc917b,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
b9c1defbe526544fe6ea0a9af04ed0fe,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__unidentified
885e943e4a62fbfc7f523d2cd000cb1a,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Myxotrichaceae,g__Oidiodendron,s__unidentified
4c78cbb00db7571beb1fdf6c4123f87f,k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
23c03b23cef7cd8c43e19fa8872b4d5c,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA,NA
8e2872af05c936176396b301a0f3a013,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,NA,NA,NA
25274ea46738810e49e7026aa091cd31,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__unidentified,g__unidentified,s__unidentified
71be810cc667c0b183823a5633d5d6ca,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Flagelloscypha,NA
2078227de00d5c92f6b9346deaa3a88e,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Gibberella,NA
54c4acb7f00f6c94a60f7e0a24ca053f,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__unidentified,s__unidentified
8d7b9afd8df5ef3a722d31812ee7b4d2,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,NA,NA
c20978d8856dda417b9698af8ace557d,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Myxotrichaceae,g__Oidiodendron,s__unidentified
623398abab44ddb7e2cbc94917472b76,k__Fungi,NA,NA,NA,NA,NA,NA
3ba415a693fd3614b5e209ac8f88ebd4,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,NA,NA
3cdf2c2643ad056bfbfcc71f52fe8f8e,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
a217e2a4bb37c0bfb0e45e87f2b00515,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
376302e6f472656e44e43fffad18916f,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__Stictidaceae,g__Cryptodiscus,NA
5418c7789e80e0de1708eee03a571b6e,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
1b5d0d8569b138800c60caf71c9d1244,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
8b6f7ce78bc92c0491320c5dad537625,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__Stictidaceae,g__Cryptodiscus,NA
cfb1d3e316a2ff0c8cc25ad4a17a3e1c,k__Fungi,NA,NA,NA,NA,NA,NA
347727c3b2f3ba091acfc6964b3aef48,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariaceae,g__Auricularia,s__unidentified
ef183c7983e829f244a6ca5550288163,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Dothideaceae,NA,NA
32c2a9d5c0ee697ead52907d57fd4e2a,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
a706661181de6040d0cd0704deef4196,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,NA
7811c1ae9fa87edc9c53786e4c8cb395,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
0813513d28455c56a4a39b8aabd6099c,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Mycena,NA
749834a17a74483682f38caf7adac32d,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
6f88bf32abb645fc87e58fc99ef9fc4d,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
e20b7807e444db2584efa03dadea01f8,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
ccb7499d28c1d37ddf03f80c50c67682,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,NA,NA
aca340adca13eb4276c6e6655350f9d6,k__Fungi,p__Ascomycota,c__Leotiomycetes,NA,NA,NA,NA
300e2f7d6ce83b956c6e0958226930a7,k__Fungi,p__Ascomycota,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
ef60c300981e5654232ad72a5bff5d3d,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
15fe4238aefacfb15b41d0d3e4ebf14c,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,NA
3e15f0f525d22dc2bbb4525e3e72b794,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,NA
0904f9929c8f3fa15f79edf410d2aa1a,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
1c623be89092673a7fa9cfc6f8397543,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariaceae,g__Auricularia,s__unidentified
820ed7af11722fe7150ccb784a4e0b79,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,NA,NA
81f8717529624bb2ee4898c9352e9139,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,g__Lophiostoma,s__unidentified
9c0d0b308ad85d587bb8a101036f946f,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
be3f34a0d25d30bf87ebbaf20801fbd5,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
c777ee762a5626e358dca7ce0e2c8976,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,NA
f4b3295ad30a482cbd06fa4a47c85951,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
c943730f28a402df06f627362e676d90,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,NA,NA
6e0c52a92bb044759936a778107bbfe2,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,NA,NA
9b40a37d6339d1c6deebbbb3d5b33094,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA,NA
d4e765d71ce2b761cb7612e49b2b3368,k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,NA
32dfe361184f8c970e7f7b0bd595d955,k__Fungi,p__unidentified,c__unidentified,o__unidentified,f__unidentified,g__unidentified,s__unidentified
e61db0c19bc495d33c5832a04f4ca29d,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Cryptococcus,s__unidentified
8fda2175ba04aaf2e8068d83f286789b,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
ffc224cd4697422d2d947d3a26ddbc38,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
639336292000e6b133a7a829a35534e0,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,NA
e19984adbdf9dde731f61e809b1705c7,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,NA,NA
cc1e3a11fd849a3562b77eace36f5775,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,NA
43c5e2a766bd5080168e3902f69c1f61,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,NA,NA
4b806043ee6b13d64e096714ce07dceb,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Lecanicillium,NA
9ae4e8763eab9760ec2bb1a4291ff028,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
a62ac08a3ea93c8bc7ccd95398cd2018,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Tomentella,NA
20e4183cc085864359dc8c84b959ee01,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
012adbbf9bce874f8bf93fb54b960a75,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Septobasidiales,f__Septobasidiaceae,g__Septobasidium,NA
2492d0a656d93457ca9d438df44383d2,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
65f0f56884318f6a2740b3e7ff61abf2,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
52d80e767867434f850bae5692738201,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mytilinidales,f__Gloniaceae,g__Cenococcum,s__Cenococcum_geophilum
ef33baa0e560288bbdfe93368ea45555,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__unidentified,f__unidentified,g__unidentified,s__unidentified
77ae11fded887bf805d0e92ad62f071f,k__Fungi,NA,NA,NA,NA,NA,NA
640420e071cda9538c7f13bae211353d,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Udeniomyces,NA
6a918502e5926c0186db7589550a6d38,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,NA,NA,NA
45826fe5ecf3d202e9aa8ade05e35688,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,NA
0efa212c1a69420189f9af1f808dd716,k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
